0.360773207,0.337159151
6.549588041,2.27523563
11.12121016,3.691112863
14.31426914,4.636902389
16.40614456,5.186264034
17.67944183,5.423972398
18.39382137,5.435739631
18.76599523,5.299544706
18.95919358,5.07939954
19.08183449,4.822041
19.19377524,4.556553776
19.31759882,4.296485737
19.45201658,4.043687658
19.58465639,3.792941646
19.70215547,3.536453596
19.79640811,3.267456552
19.86681472,2.982457213
19.91923048,2.681991902
19.96286707,2.370071982
20.00658428,2.052732923
20.05583591,1.736218152
20.11109749,1.425318342
20.16804206,1.122266173
20.21919524,0.826394712
20.25641784,0.534554739
20.27340746,0.242102374
20.26749051,-0.05584839
20.24024297,-0.363243799
20.19684312,-0.682260579
20.14441582,-1.012993167
20.08988521,-1.353677843
20.03795195,-1.701338315
19.98974114,-2.052643726
19.94245908,-2.404737527
19.89011599,-2.755827167
19.8250941,-3.105406822
19.7401369,-3.454093796
19.63024998,-3.803164194
19.49405065,-4.153948345
19.33425975,-4.507273668
19.15724925,-4.863117941
18.97178489,-5.220568309
18.78728039,-5.578090433
18.61197006,-5.93402292
18.45139683,-6.287148017
18.30751387,-6.637167031
18.17854048,-6.984933282
18.05953954,-7.332359884
17.9435342,-7.682007212
17.82288764,-8.036442771
17.69064583,-8.397531558
17.54158651,-8.765840788
17.37280999,-9.14032173
17.18382229,-9.518367927
16.97617029,-9.896258138
16.75276888,-10.26989608
16.51709872,-10.63568098
16.272448,-10.99130292
16.02133164,-11.33626547
15.76516099,-11.6719948
15.50417354,-12.00148737
15.23757987,-12.32855555
14.96385338,-12.6568286
14.68107967,-12.98873121
14.38729331,-13.32467704
14.08075333,-13.66267661
13.76013586,-13.99847319
13.42464512,-14.32620599
13.07405849,-14.63948219
12.70872528,-14.93264376
12.32953431,-15.20196388
11.93785665,-15.44651396
11.53546077,-15.66850466
11.12439213,-15.8730108
10.70681022,-16.0671187
10.28478341,-16.25865608
9.860053815,-16.4547548
9.433797984,-16.6605332
9.006420727,-16.8781619
8.577424894,-17.10649727
8.145397037,-17.34134861
7.708136128,-17.57631417
7.262930775,-17.80400478
6.80696254,-18.01739801
6.337783925,-18.21104641
5.853795376,-18.38190228
5.354632686,-18.52961158
4.841379352,-18.65624694
4.316540294,-18.76557076
3.783752295,-18.86201435
3.24725695,-18.94961023
2.711214274,-19.03110975
2.178977935,-19.10746212
1.652475174,-19.17773781
1.131827807,-19.23947215
0.615313201,-19.28930946
0.099700466,-19.32376667
-0.419080766,-19.33992015
-0.945057335,-19.33585336
-1.481289249,-19.3107747
-2.029100935,-19.26480585
